Flight ID,Engine,TOW (kg),TOW2_OpenAP (kg),Fuel Burnt (kg) ,Fuel Burnt OpenAP (kg),takeoff,climb,cruise,step climb,descent,landing,unknown
2022_07_24_2112_3C656F__A333_D-AIKO,Trent 772,192283.79,183442.72,42503.79,33662.72049900549,24.0,2120.0,19048.0,0.0,2036.0,0.0,92.0
2022_07_25_0946_3C656F__A333_D-AIKO,Trent 772,189866.66,180592.03,40086.66,30812.029792405494,28.0,1924.0,18240.0,0.0,1740.0,0.0,96.0
2022_07_25_1648_3C656F__A333_D-AIKO,Trent 772,159458.33,155993.11,9678.33,6213.105899957642,36.0,1296.0,1180.0,0.0,1812.0,0.0,52.0
2022_07_25_1945_3C656F__A333_D-AIKO,Trent 772,158429.98,155363.95,8649.98,5583.94559382193,48.0,1292.0,596.0,0.0,1548.0,0.0,40.0
2022_07_25_2205_3C6565__A333_D-AIKE,Trent 772,200703.6,191803.53,50923.6,42023.528655466456,0.0,2364.0,23668.0,0.0,1868.0,0.0,156.0
2022_07_25_2225_3C656F__A333_D-AIKO,Trent 772,191133.7,181303.75,41353.7,31523.74735375014,32.0,2332.0,17788.0,0.0,1552.0,0.0,100.0
2022_07_26_0250_39644E__A332_F-GZCO,Trent 772,182342.5,172907.78,38142.5,28707.77636272246,28.0,2072.0,16488.0,0.0,1868.0,0.0,172.0
2022_07_26_0944_3C656F__A333_D-AIKO,Trent 772,199641.14,190106.78,49861.14,40326.78002269496,32.0,2100.0,23824.0,0.0,1500.0,0.0,196.0
2022_07_26_1350_39644E__A332_F-GZCO,Trent 772,183345.61,173460.92,39145.61,29260.920102432072,36.0,1996.0,17332.0,0.0,1800.0,0.0,216.0
2022_07_26_2220_39644E__A332_F-GZCO,Trent 772,183858.5,173746.52,39658.5,29546.523011625533,32.0,2336.0,16620.0,0.0,1732.0,0.0,204.0
2022_07_27_1409_39644E__A332_F-GZCO,Trent 772,184088.18,174853.87,39888.18,30653.86679973865,32.0,2380.0,16700.0,0.0,1628.0,0.0,84.0
2022_07_27_1948_3C656F__A333_D-AIKO,Trent 772,200241.68,191418.94,50461.68,41638.9379894067,0.0,2008.0,24520.0,0.0,1892.0,0.0,88.0
2022_07_27_2225_39644E__A332_F-GZCO,Trent 772,183228.17,173313.86,39028.17,29113.85629786249,36.0,2328.0,16264.0,0.0,1692.0,0.0,160.0
2022_07_28_0949_3C656F__A333_D-AIKO,Trent 772,197449.22,190403.78,47669.22,40623.78101794103,32.0,1512.0,24292.0,0.0,1680.0,0.0,80.0
2022_07_28_1017_39644E__A332_F-GZCO,Trent 772,192785.86,183305.46,48585.86,39105.457961792476,32.0,2344.0,22204.0,0.0,1688.0,0.0,160.0
2022_07_28_1148_3C6565__A333_D-AIKE,Trent 772,191532.1,182874.05,41752.1,33094.050259060765,28.0,1956.0,19204.0,0.0,1672.0,0.0,92.0
2022_07_28_2014_39644E__A332_F-GZCO,Trent 772,191684.73,181261.8,47484.73,37061.79554845476,36.0,2088.0,22280.0,0.0,1812.0,0.0,124.0
2022_07_28_2021_3C656F__A333_D-AIKO,Trent 772,199613.44,191131.55,49833.44,41351.54672130217,0.0,2444.0,22708.0,0.0,1984.0,0.0,116.0
2022_07_29_1127_3C6565__A333_D-AIKE,Trent 772,189508.1,180314.39,39728.1,30534.39470538571,28.0,2072.0,17452.0,0.0,1996.0,0.0,124.0
2022_07_29_1208_3C656F__A333_D-AIKO,Trent 772,190892.51,183423.7,41112.51,33643.69737519774,24.0,1636.0,19944.0,0.0,1316.0,0.0,116.0
2022_07_29_1518_39644E__A332_F-GZCO,Trent 772,183510.51,175599.27,39310.51,31399.271101181672,24.0,2248.0,16804.0,0.0,1536.0,0.0,128.0
2022_07_29_1823_3C6565__A333_D-AIKE,Trent 772,158993.05,155786.66,9213.05,6006.6575948057825,36.0,1228.0,1192.0,0.0,1528.0,0.0,76.0
2022_07_29_2107_3C6565__A333_D-AIKE,Trent 772,158795.36,155558.81,9015.36,5778.808015691753,40.0,1296.0,808.0,0.0,1536.0,0.0,156.0
2022_07_29_2209_3C656F__A333_D-AIKO,Trent 772,197953.04,189919.52,48173.04,40139.524616098235,0.0,1604.0,24428.0,0.0,1460.0,0.0,340.0
2022_07_29_2309_39644E__A332_F-GZCO,Trent 772,182653.64,174316.09,38453.64,30116.094814301094,60.0,1828.0,17500.0,0.0,1428.0,0.0,104.0
2022_07_29_2336_3C6565__A333_D-AIKE,Trent 772,189214.17,180379.79,39434.17,30599.78884848043,36.0,1864.0,18000.0,0.0,1716.0,0.0,92.0
2022_07_30_0923_3C6565__A333_D-AIKE,Trent 772,204310.25,195415.38,54530.25,45635.37778028141,36.0,2196.0,26404.0,0.0,1584.0,0.0,168.0
2022_07_30_1118_3C656F__A333_D-AIKO,Trent 772,188837.22,179667.38,39057.22,29887.381106348435,32.0,1976.0,17380.0,0.0,1796.0,0.0,148.0
2022_07_30_1508_39644E__A332_F-GZCO,Trent 772,182495.06,174070.07,38295.06,29870.071467085058,32.0,1936.0,16964.0,0.0,2000.0,0.0,140.0
2022_07_30_1815_3C656F__A333_D-AIKO,Trent 772,158574.8,155716.44,8794.8,5936.442308058425,40.0,1180.0,1064.0,0.0,1520.0,0.0,92.0
2022_07_30_2002_3C6565__A333_D-AIKE,Trent 772,198488.5,188575.32,48708.5,38795.32079309829,28.0,2264.0,22548.0,0.0,1596.0,0.0,256.0
2022_07_30_2110_3C656F__A333_D-AIKO,Trent 772,157968.48,155399.33,8188.48,5619.32926614626,40.0,1104.0,812.0,0.0,1876.0,0.0,72.0
2022_07_30_2340_3C656F__A333_D-AIKO,Trent 772,190352.82,181120.3,40572.82,31340.303130737873,28.0,2120.0,17924.0,0.0,1692.0,0.0,144.0
2022_07_30_2358_39644E__A332_F-GZCO,Trent 772,184557.57,175261.43,40357.57,31061.43496950784,56.0,2012.0,17928.0,0.0,1996.0,0.0,116.0
2022_07_31_0922_3C6565__A333_D-AIKE,Trent 772,210536.42,202689.11,60756.42,52909.10881607007,28.0,1712.0,31852.0,0.0,1620.0,0.0,148.0
2022_07_31_1316_3C656F__A333_D-AIKO,Trent 772,178672.06,172793.65,28892.06,23013.65458664056,28.0,1788.0,11824.0,0.0,1262.0,0.0,128.0
2022_07_31_2133_3C6565__A333_D-AIKE,Trent 772,210289.79,200065.6,60509.79,50285.59518844289,24.0,2364.0,29468.0,0.0,2080.0,0.0,232.0
2022_08_01_1150_3C6565__A333_D-AIKE,Trent 772,184599.7,177869.09,34819.7,28089.09116670883,32.0,1832.0,15096.0,4.0,2036.0,0.0,140.0
2022_08_01_1303_3C656F__A333_D-AIKO,Trent 772,198646.98,190985.18,48866.98,41205.17980389866,28.0,2104.0,23176.0,0.0,1712.0,0.0,72.0
2022_08_01_1436_39644E__A332_F-GZCO,Trent 772,185857.13,178506.91,41657.13,34306.9053966144,36.0,2060.0,18864.0,0.0,1408.0,0.0,120.0
2022_08_01_1819_3C6565__A333_D-AIKE,Trent 772,155310.0,153957.1,5530.0,4177.103708653258,0.0,608.0,1092.0,0.0,1272.0,0.0,36.0
2022_08_01_2045_3C6565__A333_D-AIKE,Trent 772,156632.82,155208.89,6852.82,5428.8861242549,32.0,856.0,936.0,0.0,1448.0,0.0,76.0
2022_08_01_2250_3C656F__A333_D-AIKO,Trent 772,191953.54,182633.75,42173.54,32853.751868926985,28.0,1840.0,19868.0,0.0,1616.0,0.0,48.0
2022_08_01_2303_3C6565__A333_D-AIKE,Trent 772,186856.0,177296.15,37076.0,27516.15147122725,0.0,2096.0,16012.0,0.0,1484.0,0.0,92.0
2022_08_01_2304_39644E__A332_F-GZCO,Trent 772,186302.48,177411.18,42102.48,33211.17662207317,0.0,2108.0,19040.0,0.0,1680.0,0.0,120.0
2022_08_02_0955_3C656F__A333_D-AIKO,Trent 772,188624.63,179567.13,38844.63,29787.13289091692,44.0,2084.0,16872.0,0.0,1808.0,0.0,96.0
2022_08_02_1018_39644E__A332_F-GZCO,Trent 772,192187.53,182224.87,47987.53,38024.87473214927,36.0,2328.0,21896.0,0.0,1660.0,0.0,96.0
2022_08_02_1203_3C6565__A333_D-AIKE,Trent 772,186145.3,178626.12,36365.3,28846.115146764183,32.0,2032.0,15484.0,0.0,1920.0,0.0,132.0
2022_08_02_1652_3C656F__A333_D-AIKO,Trent 772,157849.51,155410.94,8069.51,5630.939145834878,44.0,1036.0,964.0,0.0,1820.0,0.0,48.0
2022_08_02_1819_3C6565__A333_D-AIKE,Trent 772,154694.99,153362.47,4914.99,3582.465002034357,24.0,728.0,292.0,0.0,1080.0,0.0,56.0
2022_08_02_1935_3C656F__A333_D-AIKO,Trent 772,158341.28,155386.01,8561.28,5606.006446736374,40.0,1188.0,832.0,0.0,1748.0,0.0,44.0
2022_08_02_2040_39644E__A332_F-GZCO,Trent 772,192195.5,181966.51,47995.5,37766.50544817352,48.0,2088.0,22540.0,0.0,1796.0,0.0,176.0
2022_08_02_2050_3C6565__A333_D-AIKE,Trent 772,155489.23,154045.94,5709.23,4265.9369104576035,24.0,772.0,548.0,0.0,1372.0,0.0,64.0
2022_08_02_2230_3C656F__A333_D-AIKO,Trent 772,190891.37,181025.07,41111.37,31245.06988363307,36.0,2144.0,18156.0,0.0,1680.0,0.0,148.0
2022_08_02_2304_3C6565__A333_D-AIKE,Trent 772,187601.56,178005.28,37821.56,28225.282054145984,20.0,2280.0,15688.0,0.0,1784.0,0.0,176.0
2022_08_03_0927_3C6565__A333_D-AIKE,Trent 772,204043.86,196540.17,54263.86,46760.17272610927,28.0,1916.0,26960.0,0.0,2124.0,0.0,204.0
2022_08_03_1406_39644E__A332_F-GZCO,Trent 772,183464.98,174195.8,39264.98,29995.799023355048,32.0,2108.0,17168.0,0.0,1604.0,0.0,116.0
2022_08_03_2037_3C6565__A333_D-AIKE,Trent 772,197614.45,188387.75,47834.45,38607.75340980725,16.0,1996.0,22868.0,0.0,1736.0,0.0,200.0
2022_08_03_2238_39644E__A332_F-GZCO,Trent 772,183203.42,173651.52,39003.42,29451.521370430157,48.0,2184.0,16696.0,0.0,1568.0,0.0,168.0
2022_08_04_1004_39644E__A332_F-GZCO,Trent 772,192164.34,182929.52,47964.34,38729.51849224605,32.0,2180.0,22372.0,0.0,1664.0,0.0,72.0
2022_08_04_1255_3C656F__A333_D-AIKO,Trent 772,185082.82,176987.38,35302.82,27207.38303475999,28.0,1988.0,14856.0,0.0,2236.0,0.0,168.0
2022_08_04_1357_3C6565__A333_D-AIKE,Trent 772,200436.99,190082.98,50656.99,40302.980030383194,24.0,2216.0,23936.0,0.0,1720.0,0.0,124.0
2022_08_04_1917_3C656F__A333_D-AIKO,Trent 772,155137.79,153756.09,5357.79,3976.0925662608206,24.0,740.0,520.0,0.0,1060.0,0.0,108.0
2022_08_04_2002_39644E__A332_F-GZCO,Trent 772,192937.14,182329.46,48737.14,38129.45797519953,32.0,2196.0,22772.0,0.0,1736.0,0.0,96.0
2022_08_04_2139_3C656F__A333_D-AIKO,Trent 772,155375.3,153494.58,5595.3,3714.583931732045,28.0,816.0,488.0,0.0,896.0,0.0,48.0
2022_08_04_2326_3C656F__A333_D-AIKO,Trent 772,187653.88,179078.22,37873.88,29298.215149619336,20.0,2368.0,15464.0,0.0,1780.0,0.0,116.0
2022_08_04_2358_3C6565__A333_D-AIKE,Trent 772,191876.66,182323.83,42096.66,32543.826358873735,32.0,1908.0,19492.0,0.0,1832.0,0.0,120.0
2022_08_05_1232_3C656F__A333_D-AIKO,Trent 772,185581.54,179100.45,35801.54,29320.452342331268,28.0,2028.0,15052.0,0.0,2160.0,0.0,212.0
2022_08_05_1251_3C6565__A333_D-AIKE,Trent 772,187962.58,179846.44,38182.58,30066.439265902038,32.0,1936.0,16972.0,0.0,1776.0,0.0,132.0
2022_08_05_1533_39644E__A332_F-GZCO,Trent 772,184048.01,175167.85,39848.01,30967.845043301237,36.0,2112.0,17500.0,0.0,1608.0,0.0,124.0
2022_08_05_1916_3C656F__A333_D-AIKO,Trent 772,154799.6,153902.93,5019.6,4122.92665586589,0.0,528.0,1080.0,0.0,1100.0,0.0,48.0
2022_08_05_2116_3C6565__A333_D-AIKE,Trent 772,191455.06,184200.85,41675.06,34420.85192242218,28.0,1816.0,19604.0,0.0,1672.0,0.0,76.0
2022_08_05_2130_3C656F__A333_D-AIKO,Trent 772,156960.82,154602.18,7180.82,4822.1843898643,28.0,1140.0,376.0,0.0,1084.0,0.0,92.0
2022_08_05_2320_3C656F__A333_D-AIKO,Trent 772,187674.96,177845.46,37894.96,28065.45744513815,0.0,2188.0,16052.0,0.0,2024.0,0.0,88.0
2022_08_05_2355_39644E__A332_F-GZCO,Trent 772,184392.66,174443.35,40192.66,30243.35224757112,32.0,2192.0,17416.0,0.0,1820.0,0.0,96.0
2022_08_06_1103_39644E__A332_F-GZCO,Trent 772,192351.29,183119.77,48151.29,38919.77181754782,36.0,2160.0,22504.0,0.0,1608.0,0.0,224.0
2022_08_06_2059_39644E__A332_F-GZCO,Trent 772,192190.86,181618.8,47990.86,37418.80108000375,52.0,2252.0,21996.0,0.0,1896.0,0.0,96.0
2022_08_06_2218_3C6565__A333_D-AIKE,Trent 772,199098.32,191281.68,49318.32,41501.682895079335,0.0,1836.0,24240.0,0.0,2124.0,0.0,180.0
2022_08_07_0845_3C656F__A333_D-AIKO,Trent 772,207183.85,198525.07,57403.85,48745.07320907142,36.0,1928.0,28976.0,0.0,1816.0,0.0,148.0
2022_08_07_1013_3C6565__A333_D-AIKE,Trent 772,185449.54,178879.65,35669.54,29099.645045518628,32.0,1340.0,17324.0,0.0,1676.0,0.0,120.0
2022_08_07_1506_39644E__A332_F-GZCO,Trent 772,184167.38,174773.06,39967.38,30573.056542998005,32.0,2044.0,17696.0,0.0,1892.0,0.0,164.0
2022_08_07_1939_3C6565__A333_D-AIKE,Trent 772,155089.35,153779.56,5309.35,3999.560020757318,4.0,720.0,568.0,0.0,1292.0,0.0,64.0
2022_08_07_2123_3C656F__A333_D-AIKO,Trent 772,203263.58,194685.14,53483.58,44905.137926997944,12.0,2340.0,25164.0,4.0,1844.0,0.0,536.0
2022_08_07_2155_3C6565__A333_D-AIKE,Trent 772,157396.58,154954.1,7616.58,5174.100849234223,32.0,1108.0,800.0,0.0,912.0,0.0,68.0
2022_08_08_0011_3C6565__A333_D-AIKE,Trent 772,187473.5,181155.65,37693.5,31375.650996409568,8.0,2000.0,16604.0,0.0,1664.0,0.0,108.0
2022_08_08_0016_39644E__A332_F-GZCO,Trent 772,185460.74,175327.15,41260.74,31127.147132505663,32.0,2336.0,17508.0,0.0,1984.0,0.0,288.0
2022_08_08_1010_39644E__A332_F-GZCO,Trent 772,191658.65,181479.27,47458.65,37279.265974016234,36.0,2404.0,21344.0,0.0,1516.0,0.0,184.0
2022_08_08_1901_3C656F__A333_D-AIKO,Trent 772,155293.24,154308.83,5513.24,4528.826908018447,20.0,648.0,940.0,0.0,992.0,0.0,128.0
2022_08_08_2009_39644E__A332_F-GZCO,Trent 772,193377.06,183064.59,49177.06,38864.585631120746,32.0,2256.0,22868.0,0.0,1672.0,0.0,128.0
2022_08_08_2127_3C656F__A333_D-AIKO,Trent 772,155373.39,153385.47,5593.39,3605.4699300504417,24.0,800.0,464.0,0.0,1152.0,0.0,56.0
2022_08_08_2317_3C656F__A333_D-AIKO,Trent 772,187059.88,179399.17,37279.88,29619.1669924517,20.0,2088.0,16012.0,0.0,1660.0,0.0,136.0
2022_08_09_1016_3C656F__A333_D-AIKO,Trent 772,186899.66,179011.71,37119.66,29231.70557627816,48.0,2124.0,15676.0,0.0,1696.0,0.0,136.0
2022_08_09_1349_39644E__A332_F-GZCO,Trent 772,183619.37,174144.5,39419.37,29944.499897797785,36.0,1948.0,17784.0,4.0,1444.0,0.0,152.0
2022_08_09_1634_3C656F__A333_D-AIKO,Trent 772,155817.64,154095.12,6037.64,4315.1168100862815,0.0,930.0,476.0,0.0,996.0,0.0,60.0
2022_08_09_1905_3C656F__A333_D-AIKO,Trent 772,156758.62,154434.27,6978.62,4654.271361105036,52.0,1100.0,124.0,0.0,1584.0,0.0,60.0
2022_08_09_2114_3C656F__A333_D-AIKO,Trent 772,187580.7,178853.69,37800.7,29073.69122835635,8.0,1948.0,16664.0,0.0,2232.0,0.0,48.0
2022_08_09_2132_39644E__A332_F-GZCO,Trent 772,146507.78,145962.73,2307.78,1762.7302696203142,28.0,180.0,608.0,0.0,412.0,0.0,48.0
2022_08_10_0154_39644E__A332_F-GZCO,Trent 772,180749.35,171507.34,36549.35,27307.343284427192,44.0,1940.0,15824.0,0.0,2012.0,0.0,96.0
2022_08_10_0900_3C656F__A333_D-AIKO,Trent 772,218314.25,208700.73,68534.25,58920.732058415015,36.0,2716.0,33350.0,0.0,1956.0,0.0,276.0
2022_08_10_1506_39644E__A332_F-GZCO,Trent 772,182027.3,172848.64,37827.3,28648.63860675038,32.0,1952.0,16684.0,4.0,1776.0,0.0,140.0
2022_08_10_2201_3C656F__A333_D-AIKO,Trent 772,209127.78,199838.45,59347.78,50058.446030449035,28.0,1880.0,30308.0,0.0,2008.0,0.0,152.0
2022_08_10_2317_39644E__A332_F-GZCO,Trent 772,183356.9,173349.14,39156.9,29149.144075127366,32.0,2288.0,16380.0,0.0,1940.0,0.0,228.0
2022_08_11_1341_3C656F__A333_D-AIKO,Trent 772,189616.98,180832.59,39836.98,31052.586040096332,28.0,2140.0,17116.0,0.0,2548.0,0.0,132.0
2022_08_11_2205_3C656F__A333_D-AIKO,Trent 772,191305.96,183660.25,41525.96,33880.247836470706,20.0,2128.0,18488.0,0.0,1800.0,0.0,148.0
2022_08_12_1235_3C656F__A333_D-AIKO,Trent 772,183808.58,178403.52,34028.58,28623.52335248054,28.0,1712.0,15112.0,0.0,1692.0,0.0,180.0
2022_08_12_1556_39644E__A332_F-GZCO,Trent 772,181994.5,174841.21,37794.5,30641.20678308995,32.0,1892.0,16712.0,0.0,1928.0,0.0,444.0
2022_08_12_1834_3C656F__A333_D-AIKO,Trent 772,155783.81,154373.67,6003.81,4593.6658140657055,16.0,728.0,1012.0,0.0,1052.0,0.0,60.0
2022_08_12_2057_3C656F__A333_D-AIKO,Trent 772,154780.28,153330.21,5000.28,3550.214545161347,20.0,764.0,208.0,0.0,1196.0,0.0,56.0
2022_08_12_2319_3C656F__A333_D-AIKO,Trent 772,187008.37,178622.96,37228.37,28842.958576228863,16.0,2032.0,16124.0,0.0,1748.0,0.0,192.0
2022_08_12_2345_39644E__A332_F-GZCO,Trent 772,184256.46,175234.11,40056.46,31034.109125908355,52.0,2400.0,16492.0,0.0,2064.0,0.0,156.0
2022_08_13_1006_39644E__A332_F-GZCO,Trent 772,185814.42,177148.93,41614.42,32948.92815514264,32.0,2276.0,18124.0,0.0,1540.0,0.0,124.0
2022_08_13_1215_3C656F__A333_D-AIKO,Trent 772,183072.34,177724.57,33292.34,27944.570289859726,28.0,1616.0,14784.0,0.0,2196.0,0.0,184.0
2022_08_13_1726_39644E__A332_F-GZCO,Trent 772,146560.42,145922.75,2360.42,1722.7468088736116,32.0,196.0,580.0,0.0,404.0,0.0,40.0
2022_08_13_1823_3C656F__A333_D-AIKO,Trent 772,154999.48,153708.11,5219.48,3928.114536023879,20.0,684.0,652.0,0.0,1060.0,0.0,32.0
2022_08_13_2007_39644E__A332_F-GZCO,Trent 772,146828.17,146272.61,2628.17,2072.611717500997,36.0,244.0,484.0,0.0,680.0,0.0,48.0
2022_08_13_2048_3C656F__A333_D-AIKO,Trent 772,155043.97,154131.33,5263.97,4351.325052278005,16.0,636.0,796.0,0.0,1164.0,0.0,80.0
2022_08_13_2218_39644E__A332_F-GZCO,Trent 772,183134.04,175512.55,38934.04,31312.545790538006,60.0,2072.0,16440.0,0.0,1692.0,0.0,1584.0
2022_08_13_2252_3C656F__A333_D-AIKO,Trent 772,187348.68,178627.08,37568.68,28847.0777759276,20.0,1960.0,16600.0,0.0,1620.0,0.0,168.0
2022_08_15_0837_3C656F__A333_D-AIKO,Trent 772,216509.64,206120.39,66729.64,56340.39378281668,20.0,2364.0,33484.0,4.0,1692.0,0.0,248.0
2022_08_15_1412_39644E__A332_F-GZCO,Trent 772,183107.08,174422.06,38907.08,30222.057418672834,20.0,1992.0,17392.0,0.0,1452.0,0.0,168.0
2022_08_15_2140_3C656F__A333_D-AIKO,Trent 772,212149.32,201123.51,62369.32,51343.50811656287,20.0,2268.0,31152.0,0.0,1548.0,0.0,164.0
2022_08_15_2217_39644E__A332_F-GZCO,Trent 772,182639.27,173713.88,38439.27,29513.882004791165,44.0,2244.0,16060.0,0.0,1912.0,0.0,148.0
2022_08_16_0555_3C6565__A333_D-AIKE,Trent 772,157723.87,155753.59,7943.87,5973.5884275712215,24.0,968.0,1152.0,0.0,1828.0,0.0,120.0
2022_08_16_0655_39644E__A332_F-GZCO,Trent 772,194323.3,185280.72,50123.3,41080.71502305051,32.0,2048.0,24060.0,4.0,1836.0,0.0,96.0
2022_08_16_1859_3C656F__A333_D-AIKO,Trent 772,155250.44,154266.65,5470.44,4486.648029457743,20.0,704.0,832.0,0.0,800.0,0.0,36.0
2022_08_16_2117_3C656F__A333_D-AIKO,Trent 772,154995.39,153741.4,5215.39,3961.3998916197274,24.0,756.0,456.0,0.0,892.0,0.0,52.0
2022_08_16_2217_39644E__A332_F-GZCO,Trent 772,186047.66,176146.26,41847.66,31946.262103743982,48.0,1848.0,19516.0,0.0,1704.0,0.0,92.0
2022_08_16_2303_3C656F__A333_D-AIKO,Trent 772,188264.69,179416.5,38484.69,29636.50445268897,16.0,2064.0,16808.0,0.0,1820.0,0.0,120.0
2022_08_17_1017_3C656F__A333_D-AIKO,Trent 772,187903.63,179441.98,38123.63,29661.979871977223,24.0,1860.0,17296.0,0.0,1564.0,0.0,80.0
2022_08_17_1739_3C656F__A333_D-AIKO,Trent 772,155670.7,153960.67,5890.7,4180.666548911265,8.0,916.0,312.0,0.0,1272.0,0.0,36.0
2022_08_17_2002_3C656F__A333_D-AIKO,Trent 772,156133.29,154635.2,6353.29,4855.196730955896,36.0,868.0,612.0,0.0,1308.0,0.0,92.0
2022_08_17_2216_3C656F__A333_D-AIKO,Trent 772,186242.7,177482.19,36462.7,27702.18935159758,8.0,2036.0,15756.0,0.0,1556.0,0.0,112.0
2022_08_17_2249_39644E__A332_F-GZCO,Trent 772,182514.4,172471.9,38314.4,28271.897149295728,40.0,2152.0,16348.0,0.0,1760.0,0.0,124.0
2022_08_18_1044_39644E__A332_F-GZCO,Trent 772,191787.86,183119.78,47587.86,38919.78430248761,28.0,2068.0,22404.0,0.0,1788.0,0.0,252.0
2022_08_18_2014_39644E__A332_F-GZCO,Trent 772,191756.08,181279.87,47556.08,37079.869873508615,40.0,2232.0,21840.0,0.0,1672.0,0.0,304.0
2022_08_19_1338_39644E__A332_F-GZCO,Trent 772,183941.14,174007.86,39741.14,29807.86268858223,32.0,2092.0,17500.0,0.0,1616.0,0.0,152.0
2022_08_19_2222_39644E__A332_F-GZCO,Trent 772,182954.17,175027.5,38754.17,30827.499449841573,36.0,2048.0,17012.0,0.0,1616.0,0.0,136.0
2022_08_20_1603_3C64F4__A343_D-AIGT,CFM56-5C3,256012.62,170124.96,99012.62,13124.955377816332,56.0,2004.0,27620.0,0.0,2328.0,0.0,280.0
2022_08_21_0412_3C64F4__A343_D-AIGT,CFM56-5C3,244359.27,168033.2,87359.27,11033.198317419057,28.0,1756.0,24540.0,0.0,1396.0,0.0,128.0
2022_08_21_0905_3C656F__A333_D-AIKO,Trent 772,206804.1,197059.75,57024.1,47279.74803027216,32.0,2448.0,26960.0,0.0,2240.0,0.0,168.0
2022_08_21_1409_39644E__A332_F-GZCO,Trent 772,184576.42,176206.96,40376.42,32006.955625252096,32.0,2264.0,17264.0,0.0,1812.0,0.0,220.0
2022_08_21_1547_3C64F4__A343_D-AIGT,CFM56-5C3,248845.94,168554.57,91845.94,11554.566194944196,56.0,1692.0,25940.0,0.0,1688.0,0.0,132.0
2022_08_21_2022_3C656F__A333_D-AIKO,Trent 772,196942.59,187867.19,47162.59,38087.18642548483,24.0,1984.0,22510.0,0.0,1636.0,0.0,136.0
2022_08_21_2300_39644E__A332_F-GZCO,Trent 772,186937.6,178465.23,42737.6,34265.231794611725,0.0,2284.0,18852.0,0.0,1512.0,0.0,372.0
2022_08_22_0235_3C64F4__A343_D-AIGT,CFM56-5C3,233579.67,165284.85,76579.67,8284.85049594791,104.0,1788.0,20956.0,0.0,1740.0,0.0,48.0
2022_08_22_1135_3C656F__A333_D-AIKO,Trent 772,186701.78,178162.34,36921.78,28382.340346975863,32.0,2052.0,15832.0,0.0,1748.0,0.0,116.0
2022_08_22_1210_3C64F4__A343_D-AIGT,CFM56-5C3,252599.49,169380.39,95599.49,12380.391067774006,48.0,1864.0,26744.0,0.0,2388.0,0.0,360.0
2022_08_22_1419_39644E__A332_F-GZCO,Trent 772,181964.58,172368.93,37764.58,28168.93286989388,28.0,2012.0,16464.0,4.0,1824.0,0.0,112.0
2022_08_22_1817_3C656F__A333_D-AIKO,Trent 772,155867.04,154756.71,6087.04,4976.709679513559,0.0,664.0,1340.0,0.0,1000.0,0.0,80.0
2022_08_22_2055_3C656F__A333_D-AIKO,Trent 772,157695.78,154795.12,7915.78,5015.122806461963,28.0,1048.0,940.0,0.0,1588.0,0.0,140.0
2022_08_22_2256_39644E__A332_F-GZCO,Trent 772,182288.58,173289.41,38088.58,29089.405610612477,32.0,1808.0,17260.0,0.0,1880.0,0.0,200.0
2022_08_22_2310_3C64F4__A343_D-AIGT,CFM56-5C3,238119.44,165727.74,81119.44,8727.743268081362,72.0,1672.0,22596.0,0.0,1692.0,0.0,80.0
2022_08_22_2312_3C656F__A333_D-AIKO,Trent 772,187947.2,178822.1,38167.2,29042.102010145103,0.0,1968.0,16980.0,0.0,1828.0,0.0,100.0
2022_08_23_0946_39644E__A332_F-GZCO,Trent 772,191424.17,181215.01,47224.17,37015.01240347871,36.0,2156.0,21948.0,0.0,1632.0,0.0,168.0
2022_08_23_1148_3C656F__A333_D-AIKO,Trent 772,205944.82,195968.48,56164.82,46188.48012013426,28.0,2304.0,26836.0,0.0,2276.0,0.0,304.0
2022_08_23_1337_3C64F4__A343_D-AIGT,CFM56-5C3,240734.33,167965.38,83734.33,10965.38363299597,48.0,1660.0,23428.0,0.0,1856.0,0.0,204.0
2022_08_23_2014_39644E__A332_F-GZCO,Trent 772,191683.7,182773.07,47483.7,38573.06731720507,32.0,1876.0,23060.0,0.0,1560.0,0.0,96.0
2022_08_23_2316_3C656F__A333_D-AIKO,Trent 772,196289.39,187359.47,46509.39,37579.47437472313,64.0,1972.0,21976.0,0.0,1648.0,0.0,144.0
2022_08_23_2337_3C64F4__A343_D-AIGT,CFM56-5C3,230711.94,165243.14,73711.94,8243.140755166627,56.0,1736.0,20244.0,0.0,1500.0,0.0,100.0
2022_08_24_0955_3C656F__A333_D-AIKO,Trent 772,186170.33,177421.08,36390.33,27641.08319834847,36.0,1784.0,16356.0,0.0,1688.0,0.0,104.0
2022_08_24_1404_39644E__A332_F-GZCO,Trent 772,182920.9,173634.67,38720.9,29434.665914320492,28.0,1972.0,17240.0,0.0,1732.0,0.0,88.0
2022_08_24_1632_3C656F__A333_D-AIKO,Trent 772,155385.98,153790.13,5605.98,4010.1307128479193,8.0,772.0,580.0,0.0,1288.0,0.0,48.0
2022_08_24_1905_3C656F__A333_D-AIKO,Trent 772,157302.69,154516.54,7522.69,4736.536184750359,56.0,1236.0,52.0,0.0,1472.0,0.0,72.0
2022_08_24_2242_39644E__A332_F-GZCO,Trent 772,182643.21,173264.6,38443.21,29064.600241043336,36.0,2008.0,16824.0,0.0,1964.0,0.0,144.0
